id,date,etape,id_conversation,id_contact,etape_finale
-1,2022-11-04,0,-1,ACoAAAHwOMsBhw0LJiduORjfcqiBsTf345Qie1U,0
-1,2022-11-04,0,-1,ACoAABSivVYBNWJIpm2KuvPJfiCSVXcc5efN4nA,0
-1,2022-11-04,1,-1,ACoAAAcWRX8Bj-Jw8Ei1p_0uaEIVvY0lRaIJqIE,0
-1,2022-11-04,0,-1,ACoAAAUNDYwBg_zKiJZ1uQNIe7TarUKAtCohXuQ,0
-1,2022-11-04,0,-1,ACoAAA_VxpIB6dtqgFn-3cAF4CatmvA0EJv3Sl0,0
-1,2022-11-04,0,-1,ACoAABu04HkBsw7MG6pWTO-oPImGJLcIo6Pu0Is,0
-1,2022-11-04,0,-1,ACoAAAGls8QBXfWJZTwsSoTSWT9QT3_QfkF0enU,0
-1,2022-11-04,1,-1,ACoAACi3HiYB2QEY-g7QOh9yJs2iIRjrU2hg6pk,0
-1,2022-11-04,0,-1,ACoAAABeJGoBd_fEUdyvFN3VAunoMPb1NpVxuUI,0
-1,2022-11-04,0,-1,ACoAABncPOoBlFXyFjxO3oHhLRHrnN8iFV6kZ8s,0
-1,2022-11-04,0,-1,ACoAAAAeKZcBZuU0E4D38gDyQ9tGYsyedRtQGS8,0
-1,2022-11-04,0,-1,ACoAAARNahEByh_54dWxQHIOiCxuuJU_DaQGUTQ,0
-1,2022-11-04,0,-1,ACoAAA8BlGwBMOQIhHXvkZSqkmNuwBOLiRge7WI,0
-1,2022-11-04,1,-1,ACoAABBXM4kBD_J8TSyH2qomI_IbcJbkeqgcE_A,0
-1,2022-11-04,0,-1,ACoAAAPavBsB-2eukNLZywZBplHyV5OE_Z5fDFo,0
-1,2022-11-04,1,-1,ACoAAB-h9EMBSZspdQc2d7T0EXKUX8OnbjQI6ag,0
-1,2022-11-04,1,-1,ACoAAAxFHuUBviNHCOWsxzBbRUXgGsjfwTAh0GU,0
-1,2022-11-04,0,-1,ACoAAAXzGYkB2fpQvIRbUjBxLNs6ZCPu4WPkYWA,0
-1,2022-11-04,0,-1,ACoAABqlfVQBJmSxkbFzMarYt2MbrnzpEWcvpao,0
-1,2022-11-04,0,-1,ACoAABKS_hkBQCEA_uiIhRh1tiMjdzhik_aCuFA,0
-1,2022-11-04,0,-1,ACoAABA2vP4BO8wTzAZwVxd-OlcO2RYMBMz7rg0,0
-1,2022-11-04,1,-1,ACoAAA6I278BbwFxeocaGac0VAiORUPmXKMgUAE,0
-1,2022-11-04,0,-1,ACoAAA-BIbEBE6C8McleI40GRYU6sP4RWgwCtU4,0
-1,2022-11-04,0,-1,ACoAAAj1tbABohEJJ6ReD6x70TRxu9sVYGWcgIU,0
